smiles,性质分类,性质名,值,单位
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_RL,0.467150801,
CN(C)CCC#N,结构性质,Comonomer1 AMW,5.769670489,
CN(C)CCC#N,分子特性,Comonomer1 ETA_alpha,3.3,
CN(C)CCC#N,分子特性,Comonomer1 ETA_beta,7.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_beta_ns,3.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_beta_ns_d,0.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_beta_s,4.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dAlpha_A,0.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dAlpha_B,0.028571429,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dBeta,-1.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dEpsilon_A,0.090025575,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dEpsilon_B,0.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dEpsilon_C,-0.090025575,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dEpsilon_D,0.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dPsi_A,0.135052632,
CN(C)CCC#N,分子特性,Comonomer1 ETA_dPsi_B,0.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_epsilon_1,0.511764706,
CN(C)CCC#N,分子特性,Comonomer1 ETA_epsilon_2,0.814285714,
CN(C)CCC#N,分子特性,Comonomer1 ETA_epsilon_3,0.42173913,
CN(C)CCC#N,分子特性,Comonomer1 ETA_epsilon_4,0.511764706,
CN(C)CCC#N,分子特性,Comonomer1 ETA_epsilon_5,0.814285714,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta,3.762787439,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_B,0.144157952,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_BR,0.144157952,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_F,3.26313299,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_FL,1.513086943,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_L,1.756968667,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_R,7.02592043,
CN(C)CCC#N,分子特性,Comonomer1 ETA_eta_RL,3.27005561,
CN(C)CCC#N,分子特性,Comonomer1 ETA_psi_1,0.578947368,
CN(C)CCC#N,分子特性,Comonomer1 ETA_shape_p,0.424242424,
CN(C)CCC#N,分子特性,Comonomer1 ETA_shape_x,0.0,
CN(C)CCC#N,分子特性,Comonomer1 ETA_shape_y,0.121212121,
CN(C)CCC#N,分子特性,Comonomer1 Kier1,7.0,
CN(C)CCC#N,分子特性,Comonomer1 Kier2,4.166666667,
CN(C)CCC#N,结构性质,Comonomer1 MW,98.08439832,
CN(C)CCC#N,分子特性,Comonomer1 RotRatio,0.333333333,
CN(C)CCC#N,分子特性,Comonomer1 Vabc,111.7569884,
CN(C)CCC#N,分子特性,Comonomer1 apol,17.21793,
CN(C)CCC#N,分子特性,Comonomer1 bpol,12.31207,
CN(C)CCC#N,其他性质,Comonomer1 nAcid,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nAtom,17.0,
CN(C)CCC#N,分子特性,Comonomer1 nB,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nBase,1.0,
CN(C)CCC#N,分子特性,Comonomer1 nBr,0.0,
CN(C)CCC#N,其他性质,Comonomer1 nBridgehead,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nC,5.0,
CN(C)CCC#N,分子特性,Comonomer1 nCl,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nF,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nH,10.0,
CN(C)CCC#N,分子特性,Comonomer1 nHBAcc,2.0,
CN(C)CCC#N,分子特性,Comonomer1 nHBDon,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nHeavyAtom,7.0,
CN(C)CCC#N,分子特性,Comonomer1 nHetero,2.0,
CN(C)CCC#N,分子特性,Comonomer1 nI,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nN,2.0,
CN(C)CCC#N,分子特性,Comonomer1 nO,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nP,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nRot,2.0,
CN(C)CCC#N,分子特性,Comonomer1 nS,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nSpiro,0.0,
CN(C)CCC#N,分子特性,Comonomer1 nX,0.0,
CN(C)CCC#N,分子特性,Comonomer2 AETA_alpha,0.471428571,
CN(C)CCC#N,分子特性,Comonomer2 AETA_beta,1.0,
CN(C)CCC#N,分子特性,Comonomer2 AETA_beta_ns,0.428571429,
CN(C)CCC#N,分子特性,Comonomer2 AETA_beta_ns_d,0.0,
CN(C)CCC#N,分子特性,Comonomer2 AETA_beta_s,0.571428571,
CN(C)CCC#N,分子特性,Comonomer2 AETA_dBeta,-0.142857143,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta,0.537541063,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_B,0.020593993,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_BR,0.020593993,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_F,0.466161856,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_FL,0.216155278,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_L,0.250995524,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_R,1.003702919,
CN(C)CCC#N,分子特性,Comonomer2 AETA_eta_RL,0.467150801,
CN(C)CCC#N,结构性质,Comonomer2 AMW,5.769670489,
CN(C)CCC#N,分子特性,Comonomer2 ETA_alpha,3.3,
CN(C)CCC#N,分子特性,Comonomer2 ETA_beta,7.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_beta_ns,3.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_beta_ns_d,0.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_beta_s,4.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dAlpha_A,0.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dAlpha_B,0.028571429,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dBeta,-1.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dEpsilon_A,0.090025575,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dEpsilon_B,0.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dEpsilon_C,-0.090025575,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dEpsilon_D,0.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dPsi_A,0.135052632,
CN(C)CCC#N,分子特性,Comonomer2 ETA_dPsi_B,0.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_epsilon_1,0.511764706,
CN(C)CCC#N,分子特性,Comonomer2 ETA_epsilon_2,0.814285714,
CN(C)CCC#N,分子特性,Comonomer2 ETA_epsilon_3,0.42173913,
CN(C)CCC#N,分子特性,Comonomer2 ETA_epsilon_4,0.511764706,
CN(C)CCC#N,分子特性,Comonomer2 ETA_epsilon_5,0.814285714,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta,3.762787439,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_B,0.144157952,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_BR,0.144157952,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_F,3.26313299,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_FL,1.513086943,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_L,1.756968667,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_R,7.02592043,
CN(C)CCC#N,分子特性,Comonomer2 ETA_eta_RL,3.27005561,
CN(C)CCC#N,分子特性,Comonomer2 ETA_psi_1,0.578947368,
CN(C)CCC#N,分子特性,Comonomer2 ETA_shape_p,0.424242424,
CN(C)CCC#N,分子特性,Comonomer2 ETA_shape_x,0.0,
CN(C)CCC#N,分子特性,Comonomer2 ETA_shape_y,0.121212121,
CN(C)CCC#N,分子特性,Comonomer2 Kier1,7.0,
CN(C)CCC#N,分子特性,Comonomer2 Kier2,4.166666667,
CN(C)CCC#N,结构性质,Comonomer2 MW,98.08439832,
CN(C)CCC#N,分子特性,Comonomer2 RotRatio,0.333333333,
CN(C)CCC#N,分子特性,Comonomer2 Vabc,111.7569884,
CN(C)CCC#N,分子特性,Comonomer2 apol,17.21793,
CN(C)CCC#N,分子特性,Comonomer2 bpol,12.31207,
CN(C)CCC#N,其他性质,Comonomer2 nAcid,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nAtom,17.0,
CN(C)CCC#N,分子特性,Comonomer2 nB,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nBase,1.0,
CN(C)CCC#N,分子特性,Comonomer2 nBr,0.0,
CN(C)CCC#N,其他性质,Comonomer2 nBridgehead,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nC,5.0,
CN(C)CCC#N,分子特性,Comonomer2 nCl,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nF,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nH,10.0,
CN(C)CCC#N,分子特性,Comonomer2 nHBAcc,2.0,
CN(C)CCC#N,分子特性,Comonomer2 nHBDon,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nHeavyAtom,7.0,
CN(C)CCC#N,分子特性,Comonomer2 nHetero,2.0,
CN(C)CCC#N,分子特性,Comonomer2 nI,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nN,2.0,
CN(C)CCC#N,分子特性,Comonomer2 nO,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nP,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nRot,2.0,
CN(C)CCC#N,分子特性,Comonomer2 nS,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nSpiro,0.0,
CN(C)CCC#N,分子特性,Comonomer2 nX,0.0,
CN(C)CCC#N,电导率性质,Conductivity,3.8149999999999997e-07,S/cm
CN(C)CCC#N,分子特性,Li:functional group,0.05,
CN(C)CCC#N,结构性质,Polymer Mw,190.0,g/mol
CN(C)CCC#N,热学性质,Tg polymer without salt,-36.0,
CN(C)CCC#N,其他性质,VFT Notes,10.0,
CN(C)CCC#N,电导率性质,VFT T0,-145.0,°C
CN(C)CCC#N,电导率性质,VFT activation energy,4103.0,eV
CN(C)CCC#N,电导率性质,VFT prefactor ),129000.0,S/cm
CN(C)CCC#N,分子特性,anion AETA_alpha,0.398809524,
CN(C)CCC#N,结构性质,anion AMW,18.61907164,
CN(C)CCC#N,分子特性,anion ETA_alpha,3.19047619,
CN(C)CCC#N,结构性质,anion MW,148.9525731,
CN(C)CCC#N,分子特性,anion RotRatio,0.0,
CN(C)CCC#N,分子特性,anion Vabc,87.61659689,
CN(C)CCC#N,分子特性,anion apol,8.647,
CN(C)CCC#N,分子特性,anion bpol,10.863,
CN(C)CCC#N,其他性质,anion nAcid,1.0,
CN(C)CCC#N,分子特性,anion nAtom,8.0,
CN(C)CCC#N,分子特性,anion nB,0.0,
CN(C)CCC#N,分子特性,anion nBase,0.0,
CN(C)CCC#N,分子特性,anion nBr,0.0,
CN(C)CCC#N,其他性质,anion nBridgehead,0.0,
CN(C)CCC#N,分子特性,anion nC,1.0,
CN(C)CCC#N,分子特性,anion nCl,0.0,
CN(C)CCC#N,分子特性,anion nF,3.0,
CN(C)CCC#N,分子特性,anion nH,0.0,
CN(C)CCC#N,分子特性,anion nHBAcc,3.0,
CN(C)CCC#N,分子特性,anion nHBDon,0.0,
CN(C)CCC#N,分子特性,anion nHeavyAtom,8.0,
CN(C)CCC#N,分子特性,anion nHetero,7.0,
CN(C)CCC#N,分子特性,anion nI,0.0,
CN(C)CCC#N,分子特性,anion nN,0.0,
CN(C)CCC#N,分子特性,anion nO,3.0,
CN(C)CCC#N,分子特性,anion nP,0.0,
CN(C)CCC#N,分子特性,anion nRot,0.0,
CN(C)CCC#N,分子特性,anion nS,1.0,
CN(C)CCC#N,分子特性,anion nSpiro,0.0,
CN(C)CCC#N,分子特性,anion nX,3.0,
CN(C)CCC#N,其他性质,drying time,96.0,h
CNC,电导率性质,Arrhenius Ea,0.88,eV
CNC,电导率性质,Arrhenius prefactor,13500000.0,S/cm
CNC,分子特性,Average functional group per monomer,1.0,
CNC,分子特性,Comonomer percentage,100.0,%
CNC,分子特性,Comonomer1 AETA_alpha,0.466666667,
CNC,分子特性,Comonomer1 AETA_beta,0.5,
CNC,分子特性,Comonomer1 AETA_beta_ns,0.0,
CNC,分子特性,Comonomer1 AETA_beta_ns_d,0.0,
CNC,分子特性,Comonomer1 AETA_beta_s,0.5,
CNC,分子特性,Comonomer1 AETA_dBeta,-0.5,
CNC,分子特性,Comonomer1 AETA_eta,0.392202459,
CNC,分子特性,Comonomer1 AETA_eta_B,0.0,
CNC,分子特性,Comonomer1 AETA_eta_BR,0.0,
CNC,分子特性,Comonomer1 AETA_eta_F,0.245868729,
CNC,分子特性,Comonomer1 AETA_eta_FL,0.190313173,
CNC,分子特性,Comonomer1 AETA_eta_L,0.281091348,
CNC,分子特性,Comonomer1 AETA_eta_R,0.638071187,
CNC,分子特性,Comonomer1 AETA_eta_RL,0.471404521,
CNC,结构性质,Comonomer1 AMW,4.505784922,
CNC,分子特性,Comonomer1 ETA_alpha,1.4,
CNC,分子特性,Comonomer1 ETA_beta,1.5,
CNC,分子特性,Comonomer1 ETA_beta_ns,0.0,
CNC,分子特性,Comonomer1 ETA_beta_ns_d,0.0,
CNC,分子特性,Comonomer1 ETA_beta_s,1.5,
CNC,分子特性,Comonomer1 ETA_dAlpha_A,0.0,
CNC,分子特性,Comonomer1 ETA_dAlpha_B,0.033333333,
CNC,分子特性,Comonomer1 ETA_dBeta,-1.5,
CNC,分子特性,Comonomer1 ETA_dEpsilon_A,0.050909091,
CNC,分子特性,Comonomer1 ETA_dEpsilon_B,0.0,
CNC,分子特性,Comonomer1 ETA_dEpsilon_C,-0.050909091,
CNC,分子特性,Comonomer1 ETA_dEpsilon_D,0.133333333,
CNC,分子特性,Comonomer1 ETA_dPsi_A,0.154,
CNC,分子特性,Comonomer1 ETA_dPsi_B,0.0,
CNC,分子特性,Comonomer1 ETA_epsilon_1,0.46,
CNC,分子特性,Comonomer1 ETA_epsilon_2,0.833333333,
CNC,分子特性,Comonomer1 ETA_epsilon_3,0.409090909,
CNC,分子特性,Comonomer1 ETA_epsilon_4,0.46,
CNC,分子特性,Comonomer1 ETA_epsilon_5,0.7,
CNC,分子特性,Comonomer1 ETA_eta,1.176607376,
CNC,分子特性,Comonomer1 ETA_eta_B,0.0,
CNC,分子特性,Comonomer1 ETA_eta_BR,0.0,
CNC,分子特性,Comonomer1 ETA_eta_F,0.737606186,
CNC,分子特性,Comonomer1 ETA_eta_FL,0.57093952,
CNC,分子特性,Comonomer1 ETA_eta_L,0.843274043,
CNC,分子特性,Comonomer1 ETA_eta_R,1.914213562,
CNC,分子特性,Comonomer1 ETA_eta_RL,1.414213562,
CNC,分子特性,Comonomer1 ETA_psi_1,0.56,
CNC,分子特性,Comonomer1 ETA_shape_p,0.714285714,
CNC,分子特性,Comonomer1 ETA_shape_x,0.0,
CNC,分子特性,Comonomer1 ETA_shape_y,0.0,
CNC,分子特性,Comonomer1 Kier1,3.0,
CNC,分子特性,Comonomer1 Kier2,2.0,
CNC,结构性质,Comonomer1 MW,45.05784922,
CNC,分子特性,Comonomer1 RotRatio,0.0,
CNC,分子特性,Comonomer1 Vabc,54.14518999,
CNC,分子特性,Comonomer1 apol,9.107551,
CNC,分子特性,Comonomer1 bpol,7.592449,
CNC,其他性质,Comonomer1 nAcid,0.0,
CNC,分子特性,Comonomer1 nAtom,10.0,
CNC,分子特性,Comonomer1 nB,0.0,
CNC,分子特性,Comonomer1 nBase,1.0,
CNC,分子特性,Comonomer1 nBr,0.0,
CNC,其他性质,Comonomer1 nBridgehead,0.0,
CNC,分子特性,Comonomer1 nC,2.0,
CNC,分子特性,Comonomer1 nCl,0.0,
CNC,分子特性,Comonomer1 nF,0.0,
CNC,分子特性,Comonomer1 nH,7.0,
CNC,分子特性,Comonomer1 nHBAcc,1.0,
CNC,分子特性,Comonomer1 nHBDon,1.0,
CNC,分子特性,Comonomer1 nHeavyAtom,3.0,
CNC,分子特性,Comonomer1 nHetero,1.0,
CNC,分子特性,Comonomer1 nI,0.0,
CNC,分子特性,Comonomer1 nN,1.0,
CNC,分子特性,Comonomer1 nO,0.0,
CNC,分子特性,Comonomer1 nP,0.0,
CNC,分子特性,Comonomer1 nRot,0.0,
CNC,分子特性,Comonomer1 nS,0.0,
CNC,分子特性,Comonomer1 nSpiro,0.0,
CNC,分子特性,Comonomer1 nX,0.0,
CNC,分子特性,Comonomer2 AETA_alpha,0.466666667,
CNC,分子特性,Comonomer2 AETA_beta,0.5,
CNC,分子特性,Comonomer2 AETA_beta_ns,0.0,
CNC,分子特性,Comonomer2 AETA_beta_ns_d,0.0,
CNC,分子特性,Comonomer2 AETA_beta_s,0.5,
CNC,分子特性,Comonomer2 AETA_dBeta,-0.5,
CNC,分子特性,Comonomer2 AETA_eta,0.392202459,
CNC,分子特性,Comonomer2 AETA_eta_B,0.0,
CNC,分子特性,Comonomer2 AETA_eta_BR,0.0,
CNC,分子特性,Comonomer2 AETA_eta_F,0.245868729,
CNC,分子特性,Comonomer2 AETA_eta_FL,0.190313173,
CNC,分子特性,Comonomer2 AETA_eta_L,0.281091348,
CNC,分子特性,Comonomer2 AETA_eta_R,0.638071187,
CNC,分子特性,Comonomer2 AETA_eta_RL,0.471404521,
CNC,结构性质,Comonomer2 AMW,4.505784922,
CNC,分子特性,Comonomer2 ETA_alpha,1.4,
CNC,分子特性,Comonomer2 ETA_beta,1.5,
CNC,分子特性,Comonomer2 ETA_beta_ns,0.0,
CNC,分子特性,Comonomer2 ETA_beta_ns_d,0.0,
CNC,分子特性,Comonomer2 ETA_beta_s,1.5,
CNC,分子特性,Comonomer2 ETA_dAlpha_A,0.0,
CNC,分子特性,Comonomer2 ETA_dAlpha_B,0.033333333,
CNC,分子特性,Comonomer2 ETA_dBeta,-1.5,
CNC,分子特性,Comonomer2 ETA_dEpsilon_A,0.050909091,
CNC,分子特性,Comonomer2 ETA_dEpsilon_B,0.0,
CNC,分子特性,Comonomer2 ETA_dEpsilon_C,-0.050909091,
CNC,分子特性,Comonomer2 ETA_dEpsilon_D,0.133333333,
CNC,分子特性,Comonomer2 ETA_dPsi_A,0.154,
CNC,分子特性,Comonomer2 ETA_dPsi_B,0.0,
CNC,分子特性,Comonomer2 ETA_epsilon_1,0.46,
CNC,分子特性,Comonomer2 ETA_epsilon_2,0.833333333,
CNC,分子特性,Comonomer2 ETA_epsilon_3,0.409090909,
CNC,分子特性,Comonomer2 ETA_epsilon_4,0.46,
CNC,分子特性,Comonomer2 ETA_epsilon_5,0.7,
CNC,分子特性,Comonomer2 ETA_eta,1.176607376,
CNC,分子特性,Comonomer2 ETA_eta_B,0.0,
CNC,分子特性,Comonomer2 ETA_eta_BR,0.0,
CNC,分子特性,Comonomer2 ETA_eta_F,0.737606186,
CNC,分子特性,Comonomer2 ETA_eta_FL,0.57093952,
CNC,分子特性,Comonomer2 ETA_eta_L,0.843274043,
CNC,分子特性,Comonomer2 ETA_eta_R,1.914213562,
CNC,分子特性,Comonomer2 ETA_eta_RL,1.414213562,
CNC,分子特性,Comonomer2 ETA_psi_1,0.56,
CNC,分子特性,Comonomer2 ETA_shape_p,0.714285714,
CNC,分子特性,Comonomer2 ETA_shape_x,0.0,
CNC,分子特性,Comonomer2 ETA_shape_y,0.0,
CNC,分子特性,Comonomer2 Kier1,3.0,
CNC,分子特性,Comonomer2 Kier2,2.0,
CNC,结构性质,Comonomer2 MW,45.05784922,
CNC,分子特性,Comonomer2 RotRatio,0.0,
CNC,分子特性,Comonomer2 Vabc,54.14518999,
CNC,分子特性,Comonomer2 apol,9.107551,
CNC,分子特性,Comonomer2 bpol,7.592449,
CNC,其他性质,Comonomer2 nAcid,0.0,
CNC,分子特性,Comonomer2 nAtom,10.0,
CNC,分子特性,Comonomer2 nB,0.0,
CNC,分子特性,Comonomer2 nBase,1.0,
CNC,分子特性,Comonomer2 nBr,0.0,
CNC,其他性质,Comonomer2 nBridgehead,0.0,
CNC,分子特性,Comonomer2 nC,2.0,
CNC,分子特性,Comonomer2 nCl,0.0,
CNC,分子特性,Comonomer2 nF,0.0,
CNC,分子特性,Comonomer2 nH,7.0,
CNC,分子特性,Comonomer2 nHBAcc,1.0,
CNC,分子特性,Comonomer2 nHBDon,1.0,
CNC,分子特性,Comonomer2 nHeavyAtom,3.0,
CNC,分子特性,Comonomer2 nHetero,1.0,
CNC,分子特性,Comonomer2 nI,0.0,
CNC,分子特性,Comonomer2 nN,1.0,
CNC,分子特性,Comonomer2 nO,0.0,
CNC,分子特性,Comonomer2 nP,0.0,
CNC,分子特性,Comonomer2 nRot,0.0,
CNC,分子特性,Comonomer2 nS,0.0,
CNC,分子特性,Comonomer2 nSpiro,0.0,
CNC,分子特性,Comonomer2 nX,0.0,
CNC,电导率性质,Conductivity,1.08e-06,S/cm
CNC,热学性质,Fixed T0,-55.0,°C
CNC,分子特性,Li:functional group,0.13333333349999998,
CNC,结构性质,Polymer Mn,122664.0,K
CNC,热学性质,Tg,-0.128771155,
CNC,热学性质,Tg polymer without salt,-23.0,
CNC,热学性质,Tm,55.0,
CNC,其他性质,VFT Notes,45.0,
CNC,电导率性质,VFT T0,-81.0,°C
CNC,电导率性质,VFT activation energy,2408.0,eV
CNC,电导率性质,VFT activation energy with fixed T0,1299.0,eV
CNC,电导率性质,VFT prefactor ),49.5,S/cm
CNC,电导率性质,VFT prefactor with set T0,1.1,S/cm
CNC,分子特性,anion AETA_alpha,0.40416666700000003,
CNC,结构性质,anion AMW,19.204441795,
CNC,分子特性,anion ETA_alpha,2.619047619,
CNC,结构性质,anion MW,123.95081642,
CNC,分子特性,anion RotRatio,0.0,
CNC,分子特性,anion Vabc,72.6134011,
CNC,分子特性,anion apol,7.0175,
CNC,分子特性,anion bpol,8.1875,
CNC,其他性质,anion nAcid,2.5,
CNC,分子特性,anion nAtom,6.5,
CNC,分子特性,anion nB,0.0,
CNC,分子特性,anion nBase,0.0,
CNC,分子特性,anion nBr,0.0,
CNC,其他性质,anion nBridgehead,0.0,
CNC,分子特性,anion nC,0.5,
CNC,分子特性,anion nCl,0.5,
CNC,分子特性,anion nF,1.5,
CNC,分子特性,anion nH,0.0,
CNC,分子特性,anion nHBAcc,3.5,
CNC,分子特性,anion nHBDon,0.0,
CNC,分子特性,anion nHeavyAtom,6.5,
CNC,分子特性,anion nHetero,6.0,
CNC,分子特性,anion nI,0.0,
CNC,分子特性,anion nN,0.0,
CNC,分子特性,anion nO,3.5,
CNC,分子特性,anion nP,0.0,
CNC,分子特性,anion nRot,0.0,
CNC,分子特性,anion nS,0.5,
CNC,分子特性,anion nSpiro,0.0,
CNC,分子特性,anion nX,2.0,
CNC,其他性质,drying temp,130.0,
CNC,其他性质,drying time,12.0,h
COC,热学性质,% crystallinity,24.4,%
COC,电导率性质,Arrhenius Ea,0.61,eV
COC,电导率性质,Arrhenius Ea  high T,0.637135,eV
COC,电导率性质,Arrhenius Ea  low T,1.27,eV
COC,电导率性质,Arrhenius Ea  low T me,1.337,eV
COC,电导率性质,Arrhenius prefactor,6663.5,S/cm
COC,电导率性质,Arrhenius prefactor low T me,8500000000000000.0,S/cm
COC,分子特性,Average functional group per monomer,1.0,
COC,分子特性,Comonomer percentage,84.0,%
COC,分子特性,Comonomer1 AETA_alpha,0.444444444,
COC,分子特性,Comonomer1 AETA_beta,0.5,
COC,分子特性,Comonomer1 AETA_beta_ns,0.0,
COC,分子特性,Comonomer1 AETA_beta_ns_d,0.0,
COC,分子特性,Comonomer1 AETA_beta_s,0.5,
COC,分子特性,Comonomer1 AETA_dBeta,-0.5,
COC,分子特性,Comonomer1 AETA_eta,0.367711231,
COC,分子特性,Comonomer1 AETA_eta_B,0.0,
COC,分子特性,Comonomer1 AETA_eta_BR,0.0,
COC,分子特性,Comonomer1 AETA_eta_F,0.270359957,
COC,分子特性,Comonomer1 AETA_eta_FL,0.214804401,
COC,分子特性,Comonomer1 AETA_eta_L,0.25660012,
COC,分子特性,Comonomer1 AETA_eta_R,0.638071187,
COC,分子特性,Comonomer1 AETA_eta_RL,0.471404521,
COC,结构性质,Comonomer1 AMW,5.115762757,
COC,分子特性,Comonomer1 ETA_alpha,1.333333333,
COC,分子特性,Comonomer1 ETA_beta,1.5,
COC,分子特性,Comonomer1 ETA_beta_ns,0.0,
COC,分子特性,Comonomer1 ETA_beta_ns_d,0.0,
COC,分子特性,Comonomer1 ETA_beta_s,1.5,
COC,分子特性,Comonomer1 ETA_dAlpha_A,0.0,
COC,分子特性,Comonomer1 ETA_dAlpha_B,0.055555556,
COC,分子特性,Comonomer1 ETA_dBeta,-1.5,
COC,分子特性,Comonomer1 ETA_dEpsilon_A,0.109427609,
COC,分子特性,Comonomer1 ETA_dEpsilon_B,0.0,
COC,分子特性,Comonomer1 ETA_dEpsilon_C,-0.109427609,
COC,分子特性,Comonomer1 ETA_dEpsilon_D,0.0,
COC,分子特性,Comonomer1 ETA_dPsi_A,0.248883721,
COC,分子特性,Comonomer1 ETA_dPsi_B,0.0,
COC,分子特性,Comonomer1 ETA_epsilon_1,0.518518519,
COC,分子特性,Comonomer1 ETA_epsilon_2,0.955555556,
COC,分子特性,Comonomer1 ETA_epsilon_3,0.409090909,
COC,分子特性,Comonomer1 ETA_epsilon_4,0.518518519,
COC,分子特性,Comonomer1 ETA_epsilon_5,0.955555556,
COC,分子特性,Comonomer1 ETA_eta,1.103133692,
COC,分子特性,Comonomer1 ETA_eta_B,0.0,
COC,分子特性,Comonomer1 ETA_eta_BR,0.0,
COC,分子特性,Comonomer1 ETA_eta_F,0.81107987,
COC,分子特性,Comonomer1 ETA_eta_FL,0.644413203,
COC,分子特性,Comonomer1 ETA_eta_L,0.769800359,
COC,分子特性,Comonomer1 ETA_eta_R,1.914213562,
COC,分子特性,Comonomer1 ETA_eta_RL,1.414213562,
COC,分子特性,Comonomer1 ETA_psi_1,0.465116279,
COC,分子特性,Comonomer1 ETA_shape_p,0.75,
COC,分子特性,Comonomer1 ETA_shape_x,0.0,
COC,分子特性,Comonomer1 ETA_shape_y,0.0,
COC,分子特性,Comonomer1 Kier1,3.0,
COC,分子特性,Comonomer1 Kier2,2.0,
COC,结构性质,Comonomer1 MW,46.04186481,
COC,分子特性,Comonomer1 RotRatio,0.0,
COC,分子特性,Comonomer1 Vabc,51.93865635,
COC,分子特性,Comonomer1 apol,8.142758,
COC,分子特性,Comonomer1 bpol,7.755242,
COC,其他性质,Comonomer1 nAcid,0.0,
COC,分子特性,Comonomer1 nAtom,9.0,
COC,分子特性,Comonomer1 nB,0.0,
COC,分子特性,Comonomer1 nBase,0.0,
COC,分子特性,Comonomer1 nBr,0.0,
COC,其他性质,Comonomer1 nBridgehead,0.0,
COC,分子特性,Comonomer1 nC,2.0,
COC,分子特性,Comonomer1 nCl,0.0,
COC,分子特性,Comonomer1 nF,0.0,
COC,分子特性,Comonomer1 nH,6.0,
COC,分子特性,Comonomer1 nHBAcc,1.0,
COC,分子特性,Comonomer1 nHBDon,0.0,
COC,分子特性,Comonomer1 nHeavyAtom,3.0,
COC,分子特性,Comonomer1 nHetero,1.0,
COC,分子特性,Comonomer1 nI,0.0,
COC,分子特性,Comonomer1 nN,0.0,
COC,分子特性,Comonomer1 nO,1.0,
COC,分子特性,Comonomer1 nP,0.0,
COC,分子特性,Comonomer1 nRot,0.0,
COC,分子特性,Comonomer1 nS,0.0,
